Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Equatorial Guinea,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443436,21357343669,22388344144,21948834284,21765453082,13185496881,11240808848,12200913879,13097012134,11364133550,9893816008,12215878033,13486788879,12116922539
Greece,4335191696,4961399303,5213043168,5895281432,6669669850,7689148374,8591522487,9275600800,10090674767,11615655895,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105143000000,116225000000,108809000000,116602000000,136878000000,145862000000,143158000000,144428000000,142589000000,130458000000,136309000000,154564000000,202370000000,240964000000,247875000000,273547000000,318903000000,355909000000,331309000000,297125000000,282996000000,242029000000,238908000000,235458000000,195684000000,193148000000,199844000000,212049000000,205253000000,188480000000,214668000000,217581000000,238206000000
Grenada,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1224577778,1320334236
Greenland,,,,,,,,,,,69520026.67,88466738.25,106101297.8,140153748.2,169918948.6,211190630.3,240779417.8,282269749.2,355987433.4,420645821.5,476051740.8,435748993.4,402403041,416184071,379371901.5,412876382.8,603016292.7,787390409,898607670.6,929799902.2,1018977280,1016500069,1037916163,927214151.8,1005887539,1208953287,1197515569,1072154434,1149858070,1131555107,1068025016,1086170704,1169136716,1558759823,1822499769,1849802648,2013106930,2249811296,2499092314,2529963903,2503167187,2684461375,2609678486,2684946990,2842065708,2499113023,2707139544,2851613679,3055782146,2997309972,3082884653,3235809504,,
Guatemala,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650196845,9406135143,10440781588,11400017301,12983233311,14655404433,15674835615,17790026222,19395491993,18318412251,19288929030,18405220247,20444205991,21576351799,23577298095,26783389294,29744246827,33567850824,38503720224,37126148265,40676578423,46876006272,49593929487,52996446269,57852153059,62186064719,66053403469,71653754066,73328365862,77172317259,77715183063,86053083476,95003330316,102050000000
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,
Guyana,170216241.1,185849535.4,194949512.6,175757893.9,194774513.1,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167450.2,726131434.7,743063950.3,787814379.2,824880550.3,2379817991,2730971595,3025187433,3165663153,3432912517,3691384318,4063088536,4167800929,4127660152,4279840194,4482697337,4748174334,4787636998,5173760192,5471256595,8041362110,14718388489,16786302158
High income,1092680000000,1165570000000,1260540000000,1355910000000,1482010000000,1610880000000,1762770000000,1883250000000,2042820000000,2251670000000,2471430000000,2745750000000,3189500000000,3869200000000,4374890000000,4881970000000,5316710000000,6017650000000,7224420000000,8349030000000,9318970000000,9463530000000,9370790000000,9680380000000,10091400000000,10589700000000,12863800000000,14914200000000,16785600000000,17481700000000,19577000000000,20659800000000,22119200000000,22272100000000,23818700000000,26430000000000,26643700000000,26208200000000,26174100000000,27403900000000,28036700000000,27811100000000,29022800000000,32575000000000,36387600000000,38623900000000,40986100000000,45098600000000,48338200000000,44940300000000,47340300000000,51525000000000,51710000000000,52439900000000,53310200000000,49773100000000,50737200000000,53336800000000,56684600000000,57218300000000,55791100000000,62461000000000,64444400000000,67653700000000
"Hong Kong SAR, China",1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090213,8030117556,9388695367,10048089558,12876366009,15719433719,18315136409,22526184533,28861857811,31055226089,32291215844,29907227184,33511383986,35699772166,41075396885,50622896163,59707404561,68790219178,76928784621,88959997900,104273000000,120354000000,135812000000,144652000000,159718000000,177353000000,168885000000,165768000000,171669000000,169404000000,166349000000,161386000000,169100000000,181569000000,193535000000,211597000000,219279000000,214048000000,228639000000,248514000000,262629000000,275697000000,291460000000,309386000000,320860000000,341273000000,361731000000,363075000000,344943000000,368954000000,358696000000,382055000000
Honduras,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802996336.5,912499493.8,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255413,8230391347,8869299234,9757012697,10917477066,12361257681,13881731876,14587496229,15839344592,17710275685,18528554398,18499729215,19756533972,20979791685,21717604952,23136247991,24067750760,24882225742,23352232484,28144331507,31426041807,34400509852
Heavily indebted poor countries (HIPC),19354196920,20466946574,21702560908,23202556343,25329361323,27407155530,29546591560,30437412380,32454194329,34788569877,33482337772,35707193076,39808037888,48392033698,56393309397,64331879475,70328556359,80079419060,93710679429,106005000000,118159000000,120574000000,121466000000,123125000000,129205000000,137540000000,124424000000,132905000000,140122000000,144828000000,167698000000,182523000000,137478000000,142228000000,121486000000,141410000000,154144000000,161384000000,166851000000,167809000000,181381000000,174623000000,189453000000,214946000000,247743000000,283838000000,332982000000,397470000000,472367000000,468776000000,509062000000,564065000000,583888000000,655856000000,694344000000,667302000000,674512000000,724758000000,774607000000,803356000000,811360000000,902263000000,981675000000,1130470000000
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25650213159,18760386775,10621169291,11259647874,15062911617,22778296981,24147533317,24172615137,25885224249,23770693687,22128414549,23062561237,26757989561,35256066456,41855195585,45025679590,49601653625,59320099745,68526332324,62093280554,58836405999,62772620899,57411354938,59589170668,59489433515,51011170112,52740059263,56322449844,61861145806,61867157679,58221300898,69602166351,71997070660,82688842717
Haiti,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,371998958.4,466798973,565399321.5,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562628,2257129792,1878253767,2167569046,2813313279,2907517604,3338949152,3723903724,4153725884,6813566099,6331970324,6205847214,5071947798,6087360684,7030149730,7638739123,9228637768,10432962635,11597002835,11859312725,13008746039,13708925477,14902488604,15146883498,14849629309,14069277526,15093357161,16403864618,15016090930,14508222518,20877414953,20253551921,19850829758
Hungary,,,,,,,,,4870283626,5412100260,5762071728,6271045034,7355242314,9108483161,9983664739,11383139029,13192437321,14735449497,17230354545,19894622393,23041569235,23628554957,24062916721,21838893331,21173432185,21440475720,24697337084,27143185297,29702631094,30323270274,34365891769,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85285062818,104121000000,113211000000,115716000000,140187000000,158326000000,131069000000,132175000000,141942000000,128814000000,135684000000,141034000000,125174000000,128610000000,143112000000,160566000000,164020000000,157289000000,182110000000,177006000000,212389000000
IBRD only,326648000000,322099000000,327042000000,361189000000,409917000000,449607000000,455110000000,474061000000,500738000000,557159000000,606864000000,658436000000,741446000000,935257000000,1166120000000,1283180000000,1384180000000,1572410000000,1688540000000,2054980000000,2495340000000,2679720000000,2598530000000,2671750000000,2773570000000,2856090000000,2906160000000,2962760000000,3156450000000,3174080000000,3560300000000,3448770000000,3624580000000,3934210000000,4339190000000,4916950000000,5368910000000,5694530000000,5541400000000,5397560000000,5873250000000,5954920000000,6043650000000,6788180000000,8085420000000,9658000000000,11453300000000,14221800000000,17060900000000,16541800000000,20112000000000,23807300000000,25304700000000,26693500000000,27592800000000,25838400000000,26027800000000,28745200000000,30579300000000,31246600000000,30103900000000,35740400000000,37733200000000,38733000000000
IDA & IBRD total,369468000000,369198000000,377767000000,413669000000,465200000000,510174000000,521461000000,542786000000,573060000000,637529000000,698057000000,747347000000,834443000000,1038600000000,1305870000000,1454100000000,1562100000000,1759460000000,1904190000000,2302080000000,2791780000000,3154990000000,3046970000000,3040180000000,3114450000000,3210380000000,3213190000000,3281410000000,3493680000000,3516680000000,3938240000000,3855770000000,3988430000000,4316120000000,4734480000000,5396990000000,5921560000000,6273240000000,6143310000000,5848510000000,6390530000000,6465890000000,6593950000000,7408770000000,8811150000000,10499900000000,12458300000000,15401400000000,18465800000000,17913100000000,21693500000000,25594600000000,27188500000000,28743700000000,29800900000000,27987300000000,28169500000000,30960100000000,32964100000000,33722400000000,32528600000000,38379000000000,40567000000000,41559700000000
IDA total,41098321653,44012577180,46765307423,49114642122,52679532945,57731457660,62126772803,64429850042,67855625543,75426324755,84861825818,84960443694,90623495177,104417000000,137919000000,163903000000,172256000000,185054000000,209144000000,243717000000,293401000000,426224000000,404487000000,349645000000,331449000000,343779000000,309190000000,319495000000,338670000000,343829000000,378857000000,409092000000,364759000000,382909000000,395889000000,481342000000,554634000000,580664000000,604570000000,450873000000,517721000000,511239000000,550996000000,621400000000,726523000000,842543000000,1005780000000,1179710000000,1404910000000,1371300000000,1581470000000,1787330000000,1883810000000,2050190000000,2208110000000,2147700000000,2140700000000,2215170000000,2384800000000,2475420000000,2424030000000,2639990000000,2835000000000,2828040000000
IDA blend,12304340519,13173849239,14087733811,14916251701,16283554670,17681807373,19234910584,19334017379,20403706830,23354029734,32052680443,29815391064,33470488972,35789060007,51518189062,59243366176,71358695957,75267548838,81846895071,100445000000,128870000000,247324000000,226071000000,171776000000,147488000000,148006000000,133626000000,136898000000,144303000000,141951000000,147830000000,158967000000,153780000000,163763000000,182059000000,255612000000,309556000000,325060000000,340154000000,183774000000,226799000000,226318000000,248463000000,280424000000,340143000000,402542000000,498778000000,578188000000,677188000000,631413000000,741312000000,847545000000,941696000000,1023670000000,1110560000000,1054060000000,984096000000,967438000000,1056910000000,1077750000000,1009470000000,1104600000000,1183660000000,1044020000000
Indonesia,,,,,,,,5667756628,7076465300,8337423313,9150684932,9333536370,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719076,51400186343,72482337397,85518233419,90158449295,81052283384,84853700028,85289488375,79954072545,75929617558,84300174486,94451427877,106141000000,116622000000,128027000000,158007000000,176892000000,202132000000,227370000000,215749000000,95445547873,140001000000,165021000000,160447000000,195661000000,234772000000,256837000000,285869000000,364571000000,432217000000,510229000000,539580000000,755094000000,892969000000,917870000000,912524000000,890815000000,860854000000,931877000000,1015620000000,1042270000000,1119100000000,1059050000000,1186510000000,1319080000000,1371170000000
IDA only,29673639827,31781533969,33656896745,35196758489,37395760696,41186080423,44063162107,46462725703,48881625217,53502048769,53045318412,55677119033,57505930242,69391280182,86863214691,105464000000,100668000000,109705000000,127591000000,143006000000,163265000000,170754000000,171592000000,174451000000,182331000000,194539000000,174407000000,181511000000,193391000000,201852000000,232816000000,252130000000,211672000000,219778000000,213964000000,224492000000,243038000000,253430000000,262083000000,268213000000,291558000000,285482000000,303011000000,341510000000,386660000000,440101000000,506609000000,601254000000,727719000000,739884000000,840161000000,939785000000,942115000000,1026530000000,1097550000000,1093640000000,1156610000000,1247730000000,1327890000000,1397670000000,1414560000000,1535390000000,1651360000000,1786070000000
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032411027,3422733202,4466350656,5928791505,5486921247,5920369790,6565667053,6690228372,7001175623,7708454412,7084800892,6846377563,6979788334,7491649456,7314967866,6684225641,7931193222,,
India,37029883876,39232435784,42161481858,48421923459,56480289941,59556105229,45581230504,50134942204,53085455871,58447995017,62422483055,67351404352,71464700667,85517673173,99526597934,98473832017,102716000000,121487000000,137302000000,152995000000,186329000000,193491000000,200716000000,218262000000,212158000000,232512000000,248986000000,279034000000,296590000000,296042000000,320979000000,270105000000,288208000000,279296000000,327275000000,360282000000,392897000000,415868000000,421351000000,458821000000,468396000000,485440000000,514939000000,607701000000,709153000000,820384000000,940260000000,1216740000000,1198900000000,1341890000000,1675620000000,1823050000000,1827640000000,1856720000000,2039130000000,2103590000000,2294800000000,2651470000000,2702930000000,2835610000000,2674850000000,3167270000000,3353470000000,3549920000000
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1998550222,2151772980,2329372972,2505073358,2851091646,3035655794,3198820904,3445739915,3378701147,3902721632,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,100208000000,109347000000,128596000000,164671000000,194372000000,211877000000,232181000000,270079000000,275447000000,236443000000,221914000000,239171000000,225119000000,238112000000,259682000000,292364000000,298559000000,337242000000,386693000000,398933000000,428609000000,513392000000,533140000000,545629000000
"Iran, Islamic Rep.",4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731802833,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,100499000000,125949000000,156365000000,162277000000,180184000000,209095000000,134010000000,123058000000,120496000000,124813000000,,,63743623231,71841461172,96419225745,120404000000,113919000000,110277000000,113848000000,109592000000,126879000000,128627000000,153545000000,190043000000,226452000000,266299000000,349882000000,412336000000,416397000000,486808000000,626133000000,644036000000,492776000000,460383000000,408213000000,457955000000,486630000000,329692000000,283650000000,239735000000,359097000000,413395000000,401505000000
Iraq,1537252192,1671960965,1784174541,1805901510,2136408198,2335785506,2530306096,2551522657,2896598841,3007758797,3281318687,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,180408000000,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36633669269,50065104668,65147051918,88837057320,131614000000,111658000000,138517000000,185750000000,218002000000,234638000000,228416000000,166774000000,166744000000,187218000000,227367000000,233636000000,180899000000,209692000000,286640000000,250843000000
Iceland,252169712,257703244.6,289200704.4,345175036.1,440797869.3,531569563.9,638349755.2,630567115.8,481532847.6,420945147.6,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419251,3492997010,3206626645,2765950336,2864441387,2984052357,3989622739,5520318405,6106635816,5672569449,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569672925,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24681343649,21629953194,25797870984,28701830402,31020032583
Israel,3052993636,3687339032,2949160177,3515690733,4001288352,4304281997,4676353690,4735101852,5427155199,6261770753,7364277925,7012333173,9168824838,11835802405,17075130883,16050008787,15864905769,18153376716,17599385989,22480105812,25249789920,26727967130,29087663989,32488543974,30470017331,28740117286,35628837312,42802884825,52349277417,52142996978,61661395509,70591957102,79002421133,79398331245,90220195074,104893000000,114506000000,118859000000,120057000000,120923000000,136036000000,134636000000,125061000000,131300000000,139973000000,147084000000,158670000000,184052000000,220531000000,211970000000,238364000000,266792000000,262282000000,297733000000,314330000000,303414000000,322103000000,358245000000,376692000000,402471000000,413268000000,488527000000,525002000000,509901000000
Italy,41915814948,46542216715,52293346805,59897871868,65569646710,70554398250,76446251295,84207912986,91275077145,100764000000,113395000000,124672000000,145260000000,175492000000,199564000000,227696000000,224717000000,257596000000,315058000000,393677000000,477257000000,430703000000,427273000000,443042000000,437888000000,452217000000,640386000000,805713000000,891609000000,928661000000,1181220000000,1246220000000,1320160000000,1064960000000,1099220000000,1174660000000,1312430000000,1241880000000,1270050000000,1252450000000,1146680000000,1168020000000,1276770000000,1577620000000,1806540000000,1858220000000,1949550000000,2213100000000,2408660000000,2199930000000,2136100000000,2294990000000,2086960000000,2141920000000,2162010000000,1836640000000,1877070000000,1961800000000,2091930000000,2011300000000,1897460000000,2154880000000,2066970000000,2254850000000
Jamaica,699064380.4,748043500.8,777727688.9,826706669.3,897949000.8,972159611.1,1096759561,1148014311,1083839133,1191239047,1404720442,1539861816,1875146587,1905917553,2375122375,2860442750,2966042856,3249733140,2644527822,2425064229,2679379372,2979027966,3293496312,3619262277,2373564549,2100239019,2754549582,3287007322,3828342820,4404937853,4592208087,4106207649,3535460090,5440075676,5452558947,6577520643,7393891921,8400041724,8787195622,8887057997,9005064475,9194727831,9719009495,9430234811,10174664854,11243865778,11930179090,12799600047,13709401520,12120458115,13220549908,14444661522,14807086556,14264205153,13899217680,14188936918,14077096677,14808985133,15730792876,15830766531,13812421836,14657586159,17097760687,19423355367
Jordan,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708521219,2096778602,2602208589,3271368781,3910044474,4383944703,4681240993,4920692191,4967162160,4993601520,6402050485,6756209762,6277451829,4221373674,4160087508,4344467193,5310833194,5606400222,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975814653,9582510578,10195627645,11411706629,12588998590,15056981664,17110437236,22658715989,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44502816901,43700383099,46296100141,48653381831,50813642349
Japan,47419238274,57266758180,64987857542,74379284603,87490590818,97338107606,113047000000,132476000000,156897000000,184299000000,217224000000,245364000000,324934000000,441461000000,490036000000,532861000000,598884000000,737069000000,1035610000000,1077910000000,1129380000000,1245220000000,1158730000000,1270860000000,1345820000000,1427020000000,2120080000000,2580750000000,3125720000000,3109460000000,3185900000000,3648070000000,3980700000000,4536940000000,4998800000000,5545560000000,4923390000000,4492450000000,4098360000000,4635980000000,4968360000000,4374710000000,4182850000000,4519560000000,4893120000000,4831470000000,4601660000000,4579750000000,5106680000000,5289490000000,5759070000000,6233150000000,6272360000000,5212330000000,4896990000000,4444930000000,5003680000000,4930840000000,5040880000000,5117990000000,5055590000000,5034620000000,4256410000000,4212950000000
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932016270,24923076923,24917355372,23409260880,21250792886,20374302652,21035357937,22165932063,22135245507,16870817182,18291990662,22152689180,24636598527,30833692900,43151647003,57123671734,81003864630,104850000000,133442000000,115309000000,148047000000,192626000000,207999000000,236635000000,221416000000,184388000000,137278000000,166806000000,179340000000,181667000000,171082000000,197112000000,225496000000,261421000000
Kenya,791265459.5,792959472.8,868111400.8,926589349.4,998759334.5,997919320.8,1164519674,1232559507,1353295459,1458379417,1603447359,1778391289,2107279157,2509001324,2969958812,3259345083,3474542392,4494378764,5303735111,6234391113,7265315820,6854491706,6431579357,5979198314,6191437070,6135034214,7239126568,7970820369,8355380879,8283114514,8572359038,8151488783,8209120763,5751786643,7148148564,9046320255,12045865396,13115764358,14093998844,12896010459,12705350098,12986007426,13147736899,14904517650,16095337094,18737895513,25825512284,31958195182,35895153328,42347217913,45405615064,46869473151,56396704672,61671440408,68285796514,70120446897,74815144164,82036510877,92202979985,100378000000,100658000000,109704000000,113420000000,107441000000
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246766,2834168889,3802570553,5139958909,4690061381,4794361863,6197765984,6605142884,7335033801,7468102413,6678177512,6813095379,7702938379,8271106235,9371275264,8270468614,9249133946,12134931018,13987627909
Cambodia,,,,,,,,,,,,,,,,749129748.2,790357254.5,716261764.5,766642356.1,723738502.7,744384129.7,815153652.4,865516039.8,939291262.1,1021176059,1102669184,1167630318,1036974910,1662877859,1353137648,1402541177,2054974089,2491486594,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914177,10401851768,11242275288,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200588,24571753583,27089390033,25872797892,26961061152,29504829319,31772759999
Kiribati,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55083908.15,41110421.32,38746985.28,45212147.99,42618212.22,33020436.23,35623380.43,32458871.06,30630216.71,34224966.85,25839883.51,26069971.8,29408057.81,38284001.66,37956756.18,36688453.36,41285104.02,61689952.18,59161135.89,67263705.16,68938269.12,81385876.26,80155561.16,74756820.46,77421852.32,74790109.38,65168750.86,74977058.65,95984600.96,104430808,113786233.1,112201076.4,138066995.1,146790160.5,140384919.9,165113529.3,195984787.5,207081997.2,201768028.6,200114840.7,191572320.4,206658568.8,223029864.5,233859230.2,216891541,222973879.7,289207526.3,270520731.6,279034355.1
St. Kitts and Nevis,12366635.75,12483302.13,12541635.31,12833301.25,13416633.13,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718518.5,836092592.6,825381481.5,874896296.3,952111111.1,957222222.2,1006818519,1056977778,1076548148,1107855556,883922222.2,858622222.2,981429629.6,1077033111
"Korea, Rep.",3958811881,2417628737,2814615385,3988461538,3459019943,3120861499,3929055144,4855892446,6119394892,7678698838,9005144969,9903571249,10862211761,13876472208,19543973941,21784297521,29902479339,38446487603,51972107438,66946900826,65398377598,72933533012,78358416171,87760553262,97510744119,101296000000,116836000000,147949000000,199591000000,246929000000,283366000000,330647000000,355525000000,392666000000,463620000000,566581000000,610167000000,569755000000,383332000000,497514000000,576179000000,547656000000,627247000000,702715000000,793176000000,934901000000,1053220000000,1172610000000,1047340000000,943942000000,1143670000000,1253290000000,1278050000000,1370630000000,1484490000000,1466040000000,1499680000000,1623070000000,1725370000000,1651420000000,1644310000000,1818430000000,1673920000000,1712790000000
Kuwait,,,1828107503,1900895857,2071668533,2097199161,2391199044,2441599023,2662798935,2769198892,2873638851,3880392195,4450537925,5408804607,13006948296,12022811621,13132252802,14137406741,15503557496,24749063922,28638868356,25058020338,21577153356,20871081080,21700082753,21445970614,17903989745,22368704134,20690322153,24313855653,18427777778,11009993703,19858555215,23941391391,24848483838,27186980647,31492373309,30350190704,25943705784,30122365849,37718743480,34889559870,38135788414,47874582232,59439090601,80798630137,101557000000,114634000000,147380000000,105969000000,115416000000,154039000000,174048000000,174168000000,162650000000,114586000000,109407000000,120688000000,138203000000,138696000000,107513000000,141777000000,182809000000,161772000000
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876402000000,957594000000,1031040000000,1119020000000,1348400000000,1592910000000,1697840000000,1853060000000,2021890000000,2038840000000,1810330000000,2001500000000,1951440000000,1757080000000,1793950000000,2043680000000,2470500000000,2881090000000,3401600000000,3931410000000,3643240000000,4556440000000,5320450000000,5297860000000,5436630000000,5457290000000,4634560000000,4496980000000,5012880000000,4870400000000,4804550000000,4046820000000,4690740000000,5389510000000,6050580000000
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,1757142856,2366666616,1776842097,1087273104,598961269.3,714046821.1,865559879.4,1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455030061,4223152739,5446433157,5836137330,7131771015,8750104617,10192846339,11983252627,13279245886,14426380126,15912501723,17071155481,18141641090,18740561513,18981805250,18827148531,15468785204,15843155731
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795529,13690217334,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709851,24827355015,29118916105,35399582929,38443907042,39927125962,44016799516,46880103081,48095213747,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,20992421949,17937256175
Liberia,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3176126340,3513049520,4001047000,4332000000
Libya,401644248.8,443905611.6,619725784.7,892327911.1,1341395422,1804979679,2312438535,2726986913,3850623096,4380987480,4601649450,5260185126,6299395545,8625889431,15112543718,14710912457,19096943016,22428297108,22136422642,30536429498,40953924949,36374353880,33760146992,33200520140,29476109152,31530566324,24180400961,26697659336,24308959592,25156707900,28904183602,31991821265,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251301398,35975860857,38270954138,34112093927,20481889764,26265625000,33122307692,47334691241,60094231607,68032978391,86710767415,60808562033,75380825062,48169263294,92540938129,75351107029,57372355592,48717501321,49912073701,67157452182,76686029772,72081962263,65688454972,47786789104,55938727098,50491722446
