Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Syrian Arab Republic,857704431.7,945244992.2,1110565864,1200447429,1339494290,1472036551,1342287557,1580229795,1753746370,2245011572,2140383979,2589851241,3059681665,3239487612,5159556981,6826980535,7633528674,7696011417,9275200185,9929681649,13062420541,15518201654,16298929565,17589277050,17503077755,16403540490,13293205173,11356215251,10577041826,9853395872,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233463,15200846154,15873875969,18937052543,20237024725,20669357462,21828144686,25086950495,28858965517,33751788856,40465318382,52557913193,54111735242,61390831318,67539427671,43190317725,21361254648,21502061462,16466863097,12597854884,16369843341,21497782881,22583045053,11155888304,8980060819,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1028941663,1128749005,1177285212,774653669.3,1045782454,1228794383,1402054391
Chad,313582728.1,333975336.1,357635713.4,371767002.2,392247517.7,416926303.3,432794921.7,449826322.6,453980096.2,471635621.6,469266736.7,501866730.1,585427546.8,647199483,652532795.1,864602104.7,866044962,935360464.7,1113920124,1004316496,1033002404,876937558.3,834369859.7,832415806,919103734.9,1033069709,1067828246,1163426852,1482597298,1433686312,1738605558,1877137982,1881847670,1463251164,1179837963,1445919895,1607345356,1544689577,1744794531,1534673583,1388506772,1710843377,1997005709,2742815072,4422855661,6649307524,7428701454,8650137743,10393833765,9290728319,10668103554,12172308851,12367362757,12953534866,13940767219,10950392257,10097778098,10000394381,11239167898,11314951092,10715396042,11779981332,12396807590,13149325359
East Asia & Pacific (IDA & IBRD countries),80685253693,71080358604,64831016133,70122068233,81001305880,94384459809,103262000000,100260000000,101361000000,113980000000,126926000000,136308000000,155206000000,195231000000,221266000000,248315000000,252481000000,290997000000,282442000000,327023000000,377278000000,402781000000,423019000000,442929000000,479908000000,525456000000,524070000000,518006000000,574990000000,621582000000,666024000000,722767000000,810544000000,889640000000,1070670000000,1320530000000,1516600000000,1568820000000,1431580000000,1576110000000,1734140000000,1844980000000,2041980000000,2311140000000,2679770000000,3104020000000,3738300000000,4726060000000,5979820000000,6483350000000,7890860000000,9638850000000,10746700000000,11855500000000,12784500000000,13306900000000,13597900000000,14862800000000,16619900000000,17192000000000,17465800000000,20814300000000,21087700000000,21124100000000
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,985743000000,957407000000,1016700000000,998576000000,925303000000,922191000000,834356000000,923818000000,950432000000,980302000000,947639000000,821601000000,894544000000,909540000000,1022700000000,1258200000000,1628010000000,2039290000000,2466360000000,3172400000000,3926840000000,3113740000000,3657870000000,4450220000000,4646860000000,4915750000000,4644400000000,3627950000000,3486200000000,3909730000000,4077640000000,4159710000000,3900800000000,4623630000000,5220070000000,5466280000000
Togo,171057069.1,178497098.3,186745757.9,202305865.2,234572186.5,264505506,305227594.8,327215843.6,341691567.5,378091809.6,358665753.9,404648367.8,474043921.8,574030984,791450308.4,871781686.9,874681611.9,1097893826,1164025637,1259365712,1604836916,1359026709,1160337039,1081387265,1014170069,1076604520,1498219579,1763978066,1947208354,1910635575,2299665506,2262767860,2390796916,1741944426,1387662121,1849110468,2069506015,2116818623,2241650112,2226577204,2106848752,2093498674,2410199032,2987984051,3191561509,3221910408,3320907722,3759964943,4578849658,4721890900,4746389532,5422442166,5413544659,6021732977,6393318262,5755461035,6071170959,6387422518,7029300383,6992700101,7400284168,8342243646,8169476149,9171261835
Thailand,2760750861,3034037811,3308912797,3540403457,3889129942,4388937649,5279230817,5638461442,6081009428,6695336567,7086538438,7375000024,8177873151,10838587358,13702998512,14882770594,16985208648,19779312261,24006566637,27371650825,32353514989,34846039194,36589772404,40042798388,41797647776,38900711333,43096773981,50535446555,61667253471,72250748100,85343190719,98234714971,111453000000,128889000000,146684000000,169279000000,183035000000,150180000000,113676000000,126669000000,126392000000,120296000000,134301000000,152281000000,172896000000,189318000000,221758000000,262943000000,291383000000,281711000000,341105000000,370819000000,397558000000,420334000000,407339000000,401296000000,413366000000,456357000000,506754000000,543977000000,500462000000,506256000000,495645000000,514945000000
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603571429,2550943396,1908554572,1646623195,1522001206,1231561860,1043654822,921518032.9,1320199582,1086612290,860541842.3,1080772551,1221106220,1555318261,2076176869,2312352021,2830213849,3719524541,5161299725,4979472364,5642221099,6522756255,7633036903,8448411318,9112605459,8271431485,6992416097,7536402853,7764999999,8300813599,8133963551,8937805347,10713525200,12060602009
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000000,2700000000,2800000000,3000000000,2950000000,3200000000,3180952381,2560939794,2482249253,2378759975,2450350625,2605689134,2450564100,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45232857143,45818000000,50007428571,56542857143,59887334844
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944567000000,1034600000000,1124700000000,1232760000000,1467160000000,1715280000000,1856210000000,2017400000000,2212850000000,2234150000000,2003330000000,2214790000000,2161570000000,1927470000000,1960570000000,2264750000000,2751720000000,3234380000000,3826510000000,4465250000000,4176120000000,5210710000000,5940250000000,6005860000000,6154590000000,6270840000000,5194840000000,5053700000000,5631950000000,5506070000000,5413990000000,4561300000000,5310340000000,6045250000000,6772780000000
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128210141.8,147713000,187891500,216914400,239040500,262819900,306956900,319972700,325729800,225357600,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1447535200,1595205100,1652603700,1598208400,1566157200,2027034000,2162619200,3621958000,3204753000,2243142908
Middle East & North Africa (IDA & IBRD countries),,16704026753,17557120697,19831954716,22069291934,24617799780,26062551137,28365755340,32195841273,36067940560,40240513239,46198167084,55204613518,73351600923,113704000000,129606000000,160583000000,185575000000,197626000000,248162000000,301595000000,289459000000,324177000000,359842000000,374705000000,404949000000,436918000000,377070000000,359498000000,359506000000,500008000000,254374000000,277941000000,287671000000,304590000000,336977000000,377440000000,396737000000,406659000000,444857000000,470236000000,476451000000,459607000000,505492000000,599986000000,702010000000,822975000000,1010440000000,1252790000000,1213170000000,1403550000000,1643530000000,1770680000000,1630480000000,1612000000000,1446610000000,1481310000000,1480560000000,1405210000000,1416000000000,1308830000000,1517190000000,1740950000000,1629170000000
Tonga,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,195990986.2,208871665.7,222100576.3,214991452.3,191504892.8,199208717.5,204848487.8,181117230.4,182764280.8,202246591.2,230657627.2,261803684.2,292230662.4,298519024.1,344436582.1,312377678.8,366832215.2,414533117.7,470705196.4,450650633,439877614.4,437003078.6,420548712.4,460374354.8,488906838.6,512053692.1,484796854.9,469228219.7,500274898.1,
South Asia (IDA & IBRD),47274328379,50467431650,53905757721,60496393964,69320094074,74300329652,61634144134,67988908261,71642503355,78860212866,85149253641,90601671637,91337915060,104514000000,126551000000,135367000000,131874000000,152700000000,173796000000,194667000000,235543000000,250077000000,258727000000,273882000000,272607000000,296435000000,313955000000,348602000000,374584000000,378017000000,406963000000,362063000000,384522000000,380890000000,432086000000,479585000000,524681000000,550409000000,558117000000,597995000000,647682000000,662514000000,695456000000,811669000000,941601000000,1075830000000,1220740000000,1536040000000,1559690000000,1702710000000,2082360000000,2294090000000,2327940000000,2389900000000,2614920000000,2733620000000,3011040000000,3433920000000,3534070000000,3658210000000,3493120000000,4079880000000,4327290000000,4475570000000
Sub-Saharan Africa (IDA & IBRD countries),33100575536,34987537580,37301164846,40216476668,43814559610,47307327016,51101227868,52480175560,55828395269,62326882333,70450505278,71808603912,81009348079,103272000000,131425000000,144621000000,157999000000,171735000000,190648000000,228080000000,290363000000,402432000000,371909000000,334425000000,299912000000,284845000000,265479000000,298590000000,313117000000,317251000000,373699000000,401834000000,363195000000,369296000000,377661000000,480489000000,535646000000,564679000000,565932000000,404071000000,428346000000,409773000000,446110000000,561821000000,697688000000,827932000000,976584000000,1130540000000,1281440000000,1224040000000,1448110000000,1627670000000,1690480000000,1797510000000,1874280000000,1668660000000,1522010000000,1625860000000,1780910000000,1830460000000,1716220000000,1932770000000,2061100000000,2032750000000
Trinidad and Tobago,535670127.7,584961208.7,619319197.3,678235373,711893367.6,736568861.9,723735635.5,761981474,758899950,779200000,821850000,896754316.7,1083381044,1308799459,2042031901,2442667573,2500410584,3138666667,3562333458,4602416625,6235833333,6992083333,8140416667,7763750000,7757083333,7375918367,4794444444,4797777778,4496852073,4323058824,5068000000,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,27334581560,28709988700,29699968761,27026080987,23713671528,24040299978,24569079488,23775754305,20807571314,24496505941,30053575132,28139944790
Tunisia,,866155428.6,880027733.3,1026737600,1025866792,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685162272,2237556149,2730813385,3545868575,4328965588,4508191942,5109324009,5968460080,7188863904,8744134354,8428445294,8133580052,8350582748,8254541195,8410226053,9017806654,9696715911,10096245762,10101851745,12290568182,13074782609,15496708060,14608335608,15633174304,18030876599,19587161807,20746210354,21802893587,22943202175,21473528161,22065832449,23141616605,27453902261,31183885241,32272186695,34376664601,38915353867,44859439902,43455740497,46206091938,48123325825,47311401813,48685446414,50271812921,45779494042,44360072680,42163530591,42686580021,41905540184,42491816476,46812290143,44579761023,48529595417
Turkiye,7566666667,7988888889,8922222222,10355555556,11177777778,11966666667,14100000000,15644444444,17500000000,19466666667,17863636364,16166666667,20650000000,26000000000,35414285714,46042857143,51450000000,58683333333,65912500000,89616129032,68823684211,71180180180,64369325153,61803555556,59937602180,67232758621,75673037037,87190081680,90875175809,107127000000,150656000000,151035000000,159105000000,180416000000,130650000000,169320000000,181464000000,189878000000,275942000000,256396000000,274295000000,201753000000,240249000000,314596000000,408865000000,506315000000,557076000000,681321000000,770449000000,649289000000,776967000000,838785000000,880556000000,957799000000,938935000000,864314000000,869683000000,858988000000,778972000000,761006000000,720338000000,819865000000,907118000000,1108020000000
Tuvalu,,,,,,,,,,,2585955.874,2716989.584,2968457.944,3411915.439,4122328.666,4014748.054,3919072.23,3669419.592,3798781.863,4065659.434,4206128.134,4773017.532,4118945.162,4152550.304,4481977.903,3862851.883,4574706.212,5020513.499,7011059.371,8454523.247,9542900.901,10127313.91,10535028.14,10414399.96,11772610.66,11922614.2,13338597.33,13734210.1,13795146.21,14800503.26,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31,60196405.71,59065982.09,62280311.59
Tanzania,2651729807,2826179031,3101589993,3456579293,3748840925,3817226546,4377998825,4565132047,4895251824,5142066811,2851419386,3050673517,3472787266,4144104535,4977337978,5729917840,6472511988,7732598995,9261675710,9804637491,11409228087,13161540378,13927383240,14049883809,12906635133,15328295175,10840864521,7824193222,7406614407,6418799007,6184384225,7197768159,6681997469,6182872708,6550480484,7631431840,9433528150,11158197942,12172790056,12704334196,13371767082,13563990022,14129651896,15211487709,16673062473,18395383647,18619859795,21860434823,27947821398,29400573554,32012892919,34657140096,39650394363,45648857242,49986726461,47413919817,49774409374,53274884533,57003712892,61026731926,66068737786,70655628148,75769974505,79158286334
Uganda,423008385.7,441524109,449012578.6,516147798.7,589056603.8,884502310,925381492.4,967240655.2,1037379252,1168556629,1259554809,1417191656,1490970181,1701829789,2098944967,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647477,3519695444,3923244050,6269522042,6508931652,5276480799,4304399310,3321729160,2857457762,3220439044,3990430447,5755818842,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884275,7939487548,9239221763,9977647683,11902564495,14440404132,25127805567,26673441431,27871725241,27305915911,28915786517,32612397257,32387183730,29203988696,30744473841,32927025620,35348155095,37600368240,40529788744,45565333216,49272882214
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,64904761905,74842105263,80731578947,79523809524,76666666667,73906020558,65648189144,52549580265,48213856469,44558831005,50151531592,41882523345,31580639554,32375083935,39309580983,43956163612,52010355753,67220154164,89238865119,111885000000,148734000000,188110000000,121552000000,141209000000,169334000000,182592000000,190499000000,133504000000,91030967789,93355869404,112091000000,130891000000,153883000000,156618000000,199766000000,161990000000,178757000000
Upper middle income,180053000000,168983000000,170141000000,186589000000,215160000000,242320000000,265398000000,272393000000,286844000000,320851000000,354006000000,382501000000,441122000000,563118000000,714217000000,818138000000,878820000000,984679000000,1041940000000,1280490000000,1539970000000,1661840000000,1593840000000,1644700000000,1749280000000,1784090000000,1778540000000,1763320000000,1899580000000,2009480000000,2334190000000,2258540000000,2440010000000,2768810000000,3116050000000,3534600000000,3909360000000,4161880000000,4108610000000,3999790000000,4372320000000,4374280000000,4406150000000,4912290000000,5795160000000,6887890000000,8120870000000,9979460000000,12067700000000,11971000000000,14630300000000,17496100000000,18675000000000,19833800000000,20590300000000,19828000000000,19905000000000,21837300000000,23304300000000,23700400000000,22969900000000,27373000000000,28567600000000,29403700000000
Uruguay,1208333333,1600000000,1763636364,1553333333,1970588235,1893103448,1805555556,1597142857,1592672414,2004435484,2137096774,2807258065,2188700565,3964994166,4091438980,3538014311,3667716535,4114374866,4910526316,7181487624,10162460046,11048642639,9179000938,5102251571,4850267475,4732017873,5880112788,7367494080,8213538369,8438951476,9298807850,11206176651,12878148791,15002136971,17474588896,19297663097,20515458114,23969739234,25385886978,23983945191,22823270892,20898761742,13606515723,12045638352,13686329890,17362857684,19741420740,23797773024,31119602539,32708319078,41950361212,50342406067,54232266359,61337621934,61496186974,57680327999,57480788380,65006047680,65344408987,62222387929,53668636568,60760798596,70164683290,77240831587
United States,541989000000,561940000000,603639000000,637059000000,684145000000,741905000000,813033000000,859620000000,940225000000,1017440000000,1073300000000,1164850000000,1279110000000,1425380000000,1545240000000,1684900000000,1873410000000,2081830000000,2351600000000,2627330000000,2857310000000,3207040000000,3343790000000,3634040000000,4037610000000,4338980000000,4579630000000,4855220000000,5236440000000,5641580000000,5963140000000,6158130000000,6520330000000,6858560000000,7287240000000,7639750000000,8073120000000,8577550000000,9062820000000,9631170000000,10251000000000,10581900000000,10929100000000,11456500000000,12217200000000,13039200000000,13815600000000,14474200000000,14769900000000,14478100000000,15049000000000,15599700000000,16254000000000,16880700000000,17608100000000,18295000000000,18804900000000,19612100000000,20656500000000,21521400000000,21323000000000,23594000000000,25744100000000,27360900000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,14352105263,18357500000,20465333333,13362340338,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037915,80845385809,86196264755,86138288644,62081322740,52870108215,60283503705,60224701297,69600614987,81140823252,90889149307
St. Vincent and the Grenadines,13066634,13999965,14524963.69,13708299.06,14758296.44,15108295.56,16099959.75,15835106.03,15350000,16650000,18450000,20051922.33,27585804.87,30165081.09,32923702.73,33237225.99,32792844.68,49353161.85,60844771.48,71096359.63,82340339.63,102086539.3,113759203.3,122255349.6,135024987.8,145641705.2,160846656.7,175580647.4,200726712.6,214745002.2,240366666.7,254829629.6,277955555.6,286307407.4,289437037,316007407.4,331488888.9,347770370.4,373618518.5,390718518.5,427946037,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770900000,786555555.6,814303703.7,844040740.7,884329629.6,910766666.7,869111111.1,872225925.9,966492592.6,1065962963
"Venezuela, RB",7663938303,8067267031,8814309884,9608717288,8192413793,8427777778,8781333333,9250000000,10034444444,10285111111,11561111111,12986590909,13977727273,17035581395,26100930233,27464651163,31419534884,36210697674,39316279070,48310930233,59116511628,66327441860,67736744186,67556279070,59867743468,61965466667,60516123711,48029034483,60226413793,43536709104,48606952195,53453444787,60416519620,60037460783,58418666667,77389487770,70543211119,85837678560,91336763255,97972842462,117146000000,122911000000,92893587734,83620628582,112451000000,145513000000,183478000000,230364000000,315953000000,329788000000,393192000000,316482000000,381286000000,371005000000,482359000000,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4189000000,4444000000,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,14094687821,26336616250,36658108850,25423812649,6293304975,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198809,35064105501,39552513232,45427854693,57633255738,66371664817,77414425532,99130304099,106015000000,147201000000,172595000000,195591000000,213709000000,233451000000,239258000000,257096000000,281354000000,310106000000,334365000000,346616000000,366475000000,410324000000,429717000000
Vanuatu,,,,,,,,,,,,,,,,,,,,119258835.3,121185497.6,113781795.8,114501912.5,117389554.2,144482515.4,131856420.7,126498935.3,139464173.5,158351368.4,154013202.1,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014627.8,257926881.7,262596535.5,314471413,364996869.1,394962433,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,772315983.8,730870803,780889605.9,880061833.7,914736985.4,936526267.6,909421043.5,950394006.5,1022219298,1126313359
World,1364500000000,1439320000000,1542840000000,1664980000000,1827780000000,1990240000000,2154640000000,2293870000000,2479010000000,2735530000000,3001560000000,3316060000000,3832680000000,4662490000000,5358930000000,5990670000000,6508280000000,7356790000000,8700850000000,10113400000000,11419200000000,11796500000000,11648100000000,11972200000000,12446000000000,13024000000000,15351700000000,17485100000000,19547500000000,20324100000000,22822600000000,23823600000000,25468000000000,25959400000000,27938900000000,31140600000000,31857700000000,31752300000000,31697000000000,32731000000000,33839400000000,33627000000000,34917700000000,39152100000000,44116200000000,47760300000000,51749800000000,58314900000000,64072300000000,60718300000000,66514200000000,73957800000000,75604000000000,77751400000000,79894400000000,75359700000000,76588000000000,81551000000000,86686900000000,87945600000000,85577700000000,97527000000000,101225000000000,105435000000000
Samoa,,,,,,,,,,,45208338.23,53719568.75,62566116.65,82452986.08,93549610.5,93489282.07,85003077.52,98295670.51,108223443.6,122257392.6,125747038.5,118190654.4,121221651.6,111862823.6,109200934.3,95572172.98,100947848.6,111713922.1,133016065.4,122888609.7,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249907868.8,285475591.9,269485244.2,255408060.3,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3,843923638.7,832945205.6,934100336.3
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181776769,5015894693,5343950556,6341613610,6163484245,6735328610,7074394735,6295848423,6682677290,7180764703,7878759715,7899737577,7717145218,9413403724,9354903062,10438351483
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12643821569,14665445462,17959367194,21736802664,28019483764,12796345679,6496163616,6838298531,6322175566,7639325296,9679316770,9852990693,10693430511,11777532662,13867634371,16731566717,19063143370,21650528674,26910855807,25130278213,30906749533,32726417878,35401331610,40415233436,43228585321,42444490074,31317825274,26842229045,21606160663,,,,,
South Africa,8748596501,9225996310,9813996074,10854195658,11955995218,13068994772,14211394315,15821393671,17124793150,19256992297,21218391513,23411076638,24515919217,33262772008,41389186095,42906905672,41150460288,45328411332,51607412902,63038658089,89411864402,93141472164,85904057409,96204110942,84870163366,64459376087,73354771399,96535763418,103977000000,108056000000,126048000000,135204000000,146956000000,147195000000,153513000000,171736000000,163235000000,168978000000,152983000000,151517000000,151753000000,135430000000,129088000000,197019000000,255807000000,288867000000,303859000000,333077000000,316131000000,329754000000,417364000000,458199000000,434401000000,400886000000,381199000000,346710000000,323586000000,381449000000,405261000000,389330000000,338291000000,420118000000,405271000000,377782000000
Zambia,713000000,696285714.3,693142857.1,718714285.7,839428571.4,1082857143,1264285714,1368000000,1605857143,1965714286,1825285714,1687000000,1873249300,2435736196,2913063764,2443545879,2742796006,2514430380,2809862672,3354854981,3882889734,4006206897,3870075350,3321048451,2719801434,2252197452,1664509502,2265364009,3728889427,3994585203,3285217391,3376791460,3181921788,3273505344,3656806166,3806983413,3597220962,4303288480,3537741942,3404284891,3600632111,4094441301,4193850445,4901869764,6221110219,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311507274,23308667781,18137764931,22096416932,29163782140,28162630954
Zimbabwe,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,34156069918,21832234926,21509698406,28371238666,27366627153,26538273499
